Time [sec]	P [h Pa]	T [°C]	U [%]	Wsp [m/s]	Wdir [°]	Lon [°]    	Lat [°]  	Altitude [m]	Geo Pot [m']	MRI   	RI   	Dew [°C]	Vi Te [°C]	Rs [m/s]	D [kg/m3]	Azimuth [°]	Elevation [°]	Range [m]
3161      	118.6   	-64.43	1    	18.4     	252     	-111.605488	41.032490	15241.3     	15206.3     	2437.1	44.2 	-92.6   	-64.4     	3.9     	0.198058 	233        	28           	28765    
3162      	118.6   	-64.44	1    	18.5     	252     	-111.605275	41.032540	15245.2     	15210.2     	2437.7	44.2 	-92.6   	-64.4     	3.9     	0.197941 	233        	28           	28782    
3163      	118.5   	-64.46	1    	18.6     	252     	-111.605062	41.032591	15249.1     	15214.1     	2438.3	44.1 	-92.6   	-64.5     	3.9     	0.197829 	233        	28           	28800    
3164      	118.4   	-64.47	1    	18.6     	252     	-111.604848	41.032641	15253.0     	15217.9     	2438.8	44.1 	-92.6   	-64.5     	3.9     	0.197718 	233        	28           	28817    
3165      	118.3   	-64.44	1    	18.7     	252     	-111.604635	41.032691	15256.9     	15221.8     	2439.4	44.1 	-92.6   	-64.4     	3.9     	0.197565 	233        	28           	28834    
3166      	118.3   	-64.39	1    	18.7     	253     	-111.604422	41.032742	15260.8     	15225.7     	2440.0	44.0 	-92.6   	-64.4     	3.9     	0.197393 	233        	28           	28852    
3167      	118.2   	-64.36	1    	18.8     	253     	-111.604208	41.032792	15264.7     	15229.6     	2440.6	44.0 	-92.6   	-64.4     	3.9     	0.197240 	233        	28           	28869    
3168      	118.1   	-64.33	1    	18.8     	253     	-111.603995	41.032842	15268.7     	15233.5     	2441.2	44.0 	-92.5   	-64.3     	3.9     	0.197080 	233        	28           	28887    
3169      	118.0   	-64.31	1    	18.9     	253     	-111.603782	41.032893	15272.6     	15237.4     	2441.7	43.9 	-92.5   	-64.3     	3.9     	0.196934 	233        	28           	28904    
3170      	118.0   	-64.30	1    	18.9     	253     	-111.603568	41.032943	15276.5     	15241.3     	2442.3	43.9 	-92.5   	-64.3     	3.9     	0.196807 	233        	28           	28922    
