Time [sec]	P [h Pa]	T [°C]	U [%]	Wsp [m/s]	Wdir [°]	Lon [°]    	Lat [°]  	Altitude [m]	Geo Pot [m']	MRI   	RI   	Dew [°C]	Vi Te [°C]	Rs [m/s]	D [kg/m3]	Azimuth [°]	Elevation [°]	Range [m]
304       	709.7   	-2.79 	5    	20.1     	072     	-111.908858	40.885291	3120.0      	3119.0      	693.8 	203.9	-37.7   	-2.8      	-0.4    	0.914600 	78         	16           	5688     
305       	709.7   	-2.78 	5    	20.1     	072     	-111.909086	40.885236	3119.6      	3118.6      	693.7 	203.9	-37.7   	-2.7      	-0.4    	0.914593 	78         	16           	5707     
306       	709.7   	-2.76 	5    	20.1     	072     	-111.909314	40.885180	3119.2      	3118.1      	693.6 	203.9	-37.6   	-2.7      	-0.4    	0.914602 	78         	16           	5726     
307       	709.8   	-2.75 	5    	20.1     	072     	-111.909541	40.885125	3118.7      	3117.7      	693.6 	203.9	-37.5   	-2.7      	-0.4    	0.914596 	78         	15           	5745     
308       	709.8   	-2.73 	5    	20.1     	072     	-111.909769	40.885069	3118.3      	3117.3      	693.5 	203.9	-37.4   	-2.7      	-0.4    	0.914589 	78         	15           	5764     
309       	709.9   	-2.71 	5    	20.1     	072     	-111.909996	40.885014	3117.9      	3116.9      	693.4 	203.9	-37.3   	-2.7      	-0.4    	0.914571 	78         	15           	5784     
310       	709.9   	-2.70 	5    	20.1     	072     	-111.910224	40.884958	3117.5      	3116.4      	693.4 	203.9	-37.3   	-2.7      	-0.4    	0.914572 	78         	15           	5803     
311       	709.9   	-2.69 	5    	20.1     	072     	-111.910451	40.884903	3117.0      	3116.0      	693.3 	203.9	-37.2   	-2.7      	-0.4    	0.914596 	78         	15           	5822     
312       	710.0   	-2.68 	5    	20.1     	072     	-111.910679	40.884847	3116.6      	3115.6      	693.3 	203.9	-37.1   	-2.6      	-0.4    	0.914610 	78         	15           	5841     
313       	710.0   	-2.67 	5    	20.1     	072     	-111.910907	40.884792	3116.5      	3115.5      	693.2 	203.9	-37.0   	-2.6      	-0.1    	0.914546 	78         	15           	5861     
314       	709.9   	-2.66 	5    	20.1     	072     	-111.911134	40.884737	3116.7      	3115.7      	693.3 	203.9	-36.9   	-2.6      	0.2     	0.914498 	78         	15           	5880     
315       	709.9   	-2.65 	5    	20.1     	072     	-111.911362	40.884681	3117.0      	3115.9      	693.3 	203.9	-36.8   	-2.6      	0.2     	0.914464 	78         	15           	5899     
316       	709.9   	-2.65 	5    	20.1     	072     	-111.911589	40.884626	3117.2      	3116.2      	693.3 	203.9	-36.7   	-2.6      	0.2     	0.914448 	78         	15           	5919     
317       	709.9   	-2.65 	5    	20.1     	072     	-111.911817	40.884570	3117.4      	3116.4      	693.3 	203.9	-36.6   	-2.6      	0.2     	0.914412 	78         	15           	5938     
318       	709.9   	-2.64 	5    	20.1     	072     	-111.912045	40.884515	3117.6      	3116.6      	693.4 	203.9	-36.5   	-2.6      	0.2     	0.914363 	78         	15           	5958     
319       	709.9   	-2.64 	5    	20.1     	072     	-111.912272	40.884459	3117.9      	3116.8      	693.4 	203.9	-36.4   	-2.6      	0.2     	0.914336 	78         	15           	5977     
320       	709.8   	-2.63 	5    	20.1     	072     	-111.912500	40.884404	3118.1      	3117.1      	693.4 	203.9	-36.3   	-2.6      	0.2     	0.914280 	78         	15           	5997     
321       	709.8   	-2.61 	5    	20.1     	072     	-111.912727	40.884348	3118.3      	3117.3      	693.4 	203.9	-36.2   	-2.6      	0.2     	0.914175 	78         	15           	6016     
322       	709.8   	-2.58 	5    	20.1     	072     	-111.912955	40.884293	3118.6      	3117.5      	693.5 	203.8	-36.1   	-2.5      	0.2     	0.914063 	78         	15           	6035     
323       	709.8   	-2.56 	5    	20.2     	072     	-111.913182	40.884237	3118.8      	3117.8      	693.5 	203.8	-36.0   	-2.5      	0.2     	0.913961 	78         	15           	6055     
324       	709.8   	-2.54 	6    	20.2     	072     	-111.913410	40.884182	3119.0      	3118.0      	693.5 	203.8	-35.8   	-2.5      	0.2     	0.913872 	78         	15           	6074     
325       	709.7   	-2.53 	6    	20.2     	072     	-111.913638	40.884126	3119.2      	3118.2      	693.5 	203.8	-35.7   	-2.5      	0.2     	0.913793 	78         	15           	6094     
326       	709.7   	-2.52 	6    	20.2     	072     	-111.913865	40.884071	3119.5      	3118.4      	693.5 	203.8	-35.5   	-2.5      	0.2     	0.913744 	78         	15           	6113     
327       	709.7   	-2.52 	6    	20.2     	072     	-111.914094	40.884012	3119.7      	3118.7      	693.6 	203.8	-35.4   	-2.5      	0.2     	0.913703 	78         	14           	6133     
328       	709.7   	-2.51 	6    	20.2     	072     	-111.914322	40.883952	3119.9      	3118.9      	693.6 	203.8	-35.2   	-2.5      	0.2     	0.913661 	78         	14           	6153     
329       	709.7   	-2.51 	6    	20.2     	072     	-111.914550	40.883892	3120.1      	3119.1      	693.6 	203.8	-35.1   	-2.5      	0.2     	0.913627 	78         	14           	6172     
330       	709.6   	-2.50 	6    	20.2     	072     	-111.914778	40.883833	3120.4      	3119.4      	693.7 	203.8	-35.0   	-2.5      	0.2     	0.913562 	78         	14           	6192     
331       	709.6   	-2.49 	6    	20.2     	072     	-111.915007	40.883773	3120.6      	3119.6      	693.7 	203.8	-34.9   	-2.4      	0.2     	0.913498 	78         	14           	6212     
332       	709.6   	-2.48 	6    	20.2     	072     	-111.915235	40.883714	3120.8      	3119.8      	693.7 	203.7	-34.8   	-2.4      	0.2     	0.913463 	78         	14           	6231     
333       	709.6   	-2.48 	6    	20.2     	072     	-111.915463	40.883654	3121.1      	3120.0      	693.7 	203.7	-34.7   	-2.4      	0.2     	0.913425 	78         	14           	6251     
334       	709.5   	-2.47 	6    	20.2     	071     	-111.915692	40.883595	3121.3      	3120.3      	693.8 	203.7	-34.7   	-2.4      	0.2     	0.913379 	78         	14           	6270     
335       	709.5   	-2.47 	6    	20.2     	071     	-111.915920	40.883535	3121.5      	3120.5      	693.8 	203.7	-34.6   	-2.4      	0.2     	0.913333 	77         	14           	6290     
336       	709.5   	-2.46 	6    	20.2     	071     	-111.916148	40.883476	3121.7      	3120.7      	693.8 	203.7	-34.6   	-2.4      	0.2     	0.913269 	77         	14           	6310     
337       	709.5   	-2.44 	6    	20.2     	071     	-111.916377	40.883416	3122.0      	3120.9      	693.8 	203.7	-34.5   	-2.4      	0.2     	0.913201 	77         	14           	6330     
338       	709.5   	-2.44 	6    	20.2     	071     	-111.916605	40.883356	3122.2      	3121.2      	693.9 	203.7	-34.5   	-2.4      	0.2     	0.913165 	77         	14           	6349     
339       	709.4   	-2.45 	6    	20.2     	071     	-111.916833	40.883297	3122.4      	3121.4      	693.9 	203.7	-34.5   	-2.4      	0.2     	0.913160 	77         	14           	6369     
340       	709.4   	-2.45 	6    	20.2     	071     	-111.917062	40.883237	3122.7      	3121.6      	693.9 	203.7	-34.5   	-2.4      	0.2     	0.913156 	77         	14           	6389     
341       	709.4   	-2.46 	6    	20.2     	071     	-111.917290	40.883178	3122.9      	3121.9      	694.0 	203.7	-34.5   	-2.4      	0.2     	0.913135 	77         	14           	6408     
342       	709.4   	-2.45 	6    	20.2     	071     	-111.917518	40.883118	3123.1      	3122.1      	694.0 	203.7	-34.5   	-2.4      	0.2     	0.913096 	77         	14           	6428     
343       	709.3   	-2.44 	6    	20.2     	071     	-111.917747	40.883059	3123.3      	3122.3      	694.0 	203.6	-34.4   	-2.4      	0.2     	0.912937 	77         	14           	6448     
344       	709.2   	-2.44 	6    	20.2     	071     	-111.917975	40.882999	3124.5      	3123.5      	694.2 	203.6	-34.3   	-2.4      	1.2     	0.912789 	77         	14           	6468     
345       	709.1   	-2.43 	6    	20.2     	070     	-111.918203	40.882940	3125.8      	3124.8      	694.3 	203.6	-34.3   	-2.4      	1.3     	0.912651 	77         	14           	6488     
346       	709.0   	-2.43 	6    	20.2     	070     	-111.918432	40.882880	3127.1      	3126.1      	694.5 	203.6	-34.2   	-2.4      	1.3     	0.912499 	77         	14           	6508     
347       	708.9   	-2.42 	6    	20.2     	070     	-111.918660	40.882821	3128.4      	3127.4      	694.7 	203.5	-34.1   	-2.4      	1.3     	0.912336 	77         	14           	6527     
348       	708.8   	-2.40 	7    	20.2     	070     	-111.918888	40.882761	3129.7      	3128.7      	694.8 	203.5	-34.0   	-2.4      	1.3     	0.912154 	77         	14           	6547     
349       	708.7   	-2.38 	7    	20.2     	070     	-111.919117	40.882701	3131.0      	3130.0      	695.0 	203.4	-33.9   	-2.3      	1.3     	0.911943 	77         	14           	6567     
350       	708.6   	-2.36 	7    	20.2     	070     	-111.919345	40.882642	3132.3      	3131.3      	695.2 	203.4	-33.7   	-2.3      	1.3     	0.911736 	77         	14           	6587     
351       	708.4   	-2.35 	7    	20.2     	070     	-111.919573	40.882582	3133.6      	3132.6      	695.3 	203.4	-33.6   	-2.3      	1.3     	0.911528 	77         	14           	6607     
352       	708.3   	-2.33 	7    	20.2     	070     	-111.919802	40.882523	3134.9      	3133.9      	695.5 	203.3	-33.4   	-2.3      	1.3     	0.911338 	77         	14           	6627     
353       	708.2   	-2.31 	7    	20.2     	070     	-111.920030	40.882463	3136.2      	3135.2      	695.7 	203.3	-33.3   	-2.3      	1.3     	0.911109 	77         	13           	6647     
354       	708.1   	-2.28 	7    	20.2     	070     	-111.920258	40.882404	3137.5      	3136.5      	695.8 	203.2	-33.1   	-2.2      	1.3     	0.910864 	77         	13           	6667     
355       	708.0   	-2.25 	7    	20.2     	070     	-111.920487	40.882344	3138.8      	3137.8      	696.0 	203.2	-33.0   	-2.2      	1.3     	0.910624 	77         	13           	6687     
356       	707.9   	-2.23 	7    	20.1     	070     	-111.920715	40.882285	3140.1      	3139.1      	696.1 	203.1	-32.9   	-2.2      	1.3     	0.910397 	77         	13           	6707     
357       	707.8   	-2.22 	7    	20.1     	070     	-111.920941	40.882225	3141.4      	3140.4      	696.3 	203.1	-32.8   	-2.2      	1.3     	0.910207 	77         	13           	6727     
358       	707.6   	-2.20 	7    	20.1     	070     	-111.921164	40.882165	3142.7      	3141.7      	696.4 	203.0	-32.8   	-2.1      	1.3     	0.909994 	77         	13           	6747     
359       	707.5   	-2.16 	7    	20.1     	070     	-111.921388	40.882105	3144.0      	3143.0      	696.6 	203.0	-32.7   	-2.1      	1.3     	0.909722 	77         	13           	6766     
360       	707.4   	-2.13 	7    	20.0     	070     	-111.921611	40.882045	3145.3      	3144.3      	696.7 	202.9	-32.7   	-2.1      	1.3     	0.909457 	77         	13           	6786     
361       	707.3   	-2.11 	7    	20.0     	070     	-111.921834	40.881985	3146.6      	3145.6      	696.9 	202.9	-32.8   	-2.1      	1.3     	0.909235 	77         	13           	6806     
362       	707.2   	-2.09 	7    	20.0     	070     	-111.922058	40.881925	3147.9      	3146.9      	697.0 	202.8	-32.8   	-2.0      	1.3     	0.909043 	77         	13           	6825     
363       	707.1   	-2.08 	7    	20.0     	070     	-111.922281	40.881865	3149.2      	3148.2      	697.2 	202.8	-32.8   	-2.0      	1.3     	0.908851 	77         	13           	6845     
364       	706.9   	-2.06 	7    	20.0     	070     	-111.922504	40.881806	3150.5      	3149.5      	697.4 	202.7	-32.9   	-2.0      	1.3     	0.908619 	77         	13           	6864     
365       	706.8   	-2.03 	7    	19.9     	070     	-111.922728	40.881746	3151.8      	3150.8      	697.5 	202.7	-32.9   	-2.0      	1.3     	0.908400 	77         	13           	6884     
366       	706.7   	-2.03 	7    	19.9     	070     	-111.922951	40.881686	3153.1      	3152.0      	697.7 	202.6	-33.0   	-2.0      	1.3     	0.908228 	77         	13           	6904     
367       	706.6   	-2.03 	7    	19.9     	070     	-111.923175	40.881626	3154.4      	3153.3      	697.8 	202.6	-33.1   	-2.0      	1.3     	0.908071 	77         	13           	6923     
368       	706.5   	-2.01 	7    	19.9     	070     	-111.923398	40.881566	3155.7      	3154.6      	698.0 	202.5	-33.1   	-2.0      	1.3     	0.907860 	77         	13           	6943     
369       	706.4   	-1.97 	7    	19.9     	070     	-111.923621	40.881506	3157.0      	3155.9      	698.1 	202.5	-33.2   	-1.9      	1.3     	0.907602 	77         	13           	6963     
370       	706.2   	-1.93 	7    	19.8     	070     	-111.923845	40.881446	3158.3      	3157.2      	698.3 	202.4	-33.2   	-1.9      	1.3     	0.907321 	77         	13           	6982     
371       	706.1   	-1.91 	7    	19.8     	070     	-111.924068	40.881386	3159.6      	3158.5      	698.4 	202.4	-33.3   	-1.9      	1.3     	0.907076 	77         	13           	7002     
372       	706.0   	-1.90 	7    	19.8     	070     	-111.924291	40.881326	3160.9      	3159.8      	698.6 	202.3	-33.4   	-1.8      	1.3     	0.906906 	77         	13           	7022     
373       	705.8   	-1.89 	7    	19.8     	071     	-111.924515	40.881266	3162.2      	3161.1      	698.7 	202.3	-33.4   	-1.8      	1.3     	0.906642 	77         	13           	7041     
374       	705.6   	-1.88 	7    	19.8     	071     	-111.924738	40.881207	3163.5      	3162.4      	698.9 	202.2	-33.5   	-1.8      	1.3     	0.906355 	77         	13           	7061     
375       	705.5   	-1.86 	7    	19.8     	071     	-111.924962	40.881147	3166.0      	3165.0      	699.2 	202.1	-33.5   	-1.8      	2.5     	0.906059 	77         	13           	7081     
376       	705.3   	-1.85 	7    	19.8     	071     	-111.925185	40.881087	3168.6      	3167.5      	699.5 	202.1	-33.6   	-1.8      	2.5     	0.905775 	77         	13           	7101     
377       	705.1   	-1.84 	7    	19.8     	071     	-111.925408	40.881027	3171.1      	3170.0      	699.9 	202.0	-33.6   	-1.8      	2.5     	0.905493 	77         	13           	7121     
378       	704.9   	-1.82 	6    	19.8     	071     	-111.925632	40.880967	3173.7      	3172.6      	700.2 	201.9	-33.7   	-1.8      	2.5     	0.905195 	77         	13           	7141     
379       	704.7   	-1.80 	6    	19.8     	071     	-111.925855	40.880907	3176.2      	3175.1      	700.5 	201.8	-33.7   	-1.8      	2.5     	0.904849 	77         	13           	7160     
380       	704.4   	-1.79 	6    	19.8     	071     	-111.926078	40.880847	3178.7      	3177.7      	700.8 	201.8	-33.8   	-1.7      	2.5     	0.904515 	77         	13           	7180     
381       	704.2   	-1.79 	6    	19.8     	071     	-111.926302	40.880787	3181.3      	3180.2      	701.2 	201.7	-33.8   	-1.7      	2.5     	0.904230 	77         	13           	7200     
382       	704.0   	-1.80 	6    	19.8     	071     	-111.926525	40.880727	3183.8      	3182.7      	701.5 	201.6	-33.9   	-1.8      	2.5     	0.903978 	77         	13           	7220     
383       	703.8   	-1.82 	6    	19.8     	071     	-111.926749	40.880667	3186.4      	3185.3      	701.9 	201.6	-34.0   	-1.8      	2.5     	0.903744 	77         	13           	7240     
384       	703.5   	-1.84 	6    	19.8     	071     	-111.926972	40.880607	3188.9      	3187.8      	702.2 	201.5	-34.0   	-1.8      	2.5     	0.903520 	77         	13           	7260     
385       	703.3   	-1.87 	6    	19.9     	071     	-111.927195	40.880548	3191.5      	3190.4      	702.6 	201.5	-34.1   	-1.8      	2.5     	0.903329 	77         	13           	7280     
386       	703.1   	-1.91 	6    	19.9     	071     	-111.927419	40.880488	3194.0      	3192.9      	702.9 	201.5	-34.1   	-1.9      	2.5     	0.903173 	77         	13           	7300     
387       	702.9   	-1.93 	6    	19.9     	071     	-111.927643	40.880430	3196.6      	3195.5      	703.3 	201.4	-34.1   	-1.9      	2.5     	0.902962 	77         	13           	7320     
388       	702.6   	-1.94 	6    	19.9     	071     	-111.927867	40.880375	3199.1      	3198.0      	703.6 	201.4	-34.2   	-1.9      	2.5     	0.902709 	77         	13           	7340     
389       	702.4   	-1.96 	6    	19.9     	071     	-111.928091	40.880319	3201.6      	3200.5      	704.0 	201.3	-34.2   	-1.9      	2.5     	0.902474 	76         	13           	7360     
390       	702.2   	-1.98 	6    	19.9     	071     	-111.928316	40.880264	3204.2      	3203.1      	704.3 	201.3	-34.2   	-1.9      	2.5     	0.902243 	76         	13           	7380     
391       	702.0   	-2.00 	6    	19.9     	072     	-111.928540	40.880209	3206.7      	3205.6      	704.7 	201.2	-34.2   	-1.9      	2.5     	0.902015 	76         	13           	7400     
392       	701.7   	-2.01 	6    	19.9     	072     	-111.928765	40.880153	3209.3      	3208.2      	705.0 	201.1	-34.3   	-2.0      	2.5     	0.901770 	76         	13           	7420     
393       	701.5   	-2.02 	6    	19.9     	072     	-111.928989	40.880098	3211.8      	3210.7      	705.3 	201.1	-34.3   	-2.0      	2.5     	0.901506 	76         	13           	7439     
394       	701.3   	-2.03 	6    	19.9     	072     	-111.929213	40.880042	3214.4      	3213.2      	705.7 	201.0	-34.3   	-2.0      	2.5     	0.901270 	76         	13           	7459     
395       	701.1   	-2.06 	6    	19.9     	072     	-111.929438	40.879987	3216.9      	3215.8      	706.0 	201.0	-34.3   	-2.0      	2.5     	0.901060 	76         	13           	7479     
396       	700.8   	-2.09 	6    	19.9     	072     	-111.929662	40.879932	3219.4      	3218.3      	706.4 	201.0	-34.3   	-2.0      	2.5     	0.900876 	76         	13           	7499     
397       	700.6   	-2.12 	6    	19.8     	072     	-111.929887	40.879876	3222.0      	3220.9      	706.8 	200.9	-34.4   	-2.1      	2.5     	0.900682 	76         	13           	7519     
398       	700.4   	-2.14 	6    	19.8     	072     	-111.930111	40.879821	3224.5      	3223.4      	707.1 	200.9	-34.4   	-2.1      	2.5     	0.900483 	76         	13           	7539     
399       	700.2   	-2.17 	6    	19.8     	072     	-111.930335	40.879766	3227.1      	3226.0      	707.5 	200.8	-34.4   	-2.1      	2.5     	0.900285 	76         	13           	7559     
400       	699.9   	-2.20 	6    	19.8     	072     	-111.930560	40.879710	3229.6      	3228.5      	707.8 	200.8	-34.4   	-2.2      	2.5     	0.900096 	76         	13           	7579     
401       	699.7   	-2.23 	6    	19.7     	072     	-111.930784	40.879655	3232.2      	3231.0      	708.2 	200.7	-34.5   	-2.2      	2.5     	0.899914 	76         	13           	7599     
402       	699.5   	-2.25 	6    	19.7     	072     	-111.931008	40.879599	3234.7      	3233.6      	708.5 	200.7	-34.5   	-2.2      	2.5     	0.899699 	76         	12           	7619     
403       	699.2   	-2.28 	6    	19.7     	072     	-111.931233	40.879544	3237.3      	3236.1      	708.9 	200.6	-34.5   	-2.2      	2.5     	0.899447 	76         	12           	7639     
404       	699.0   	-2.31 	6    	19.7     	072     	-111.931457	40.879489	3239.8      	3238.7      	709.2 	200.6	-34.5   	-2.3      	2.5     	0.899214 	76         	12           	7659     
405       	698.7   	-2.34 	6    	19.7     	072     	-111.931682	40.879433	3242.7      	3241.5      	709.6 	200.5	-34.5   	-2.3      	2.9     	0.898978 	76         	12           	7679     
406       	698.5   	-2.36 	6    	19.6     	072     	-111.931906	40.879378	3245.9      	3244.8      	710.1 	200.5	-34.6   	-2.3      	3.2     	0.898730 	76         	12           	7699     
407       	698.2   	-2.38 	6    	19.6     	072     	-111.932130	40.879323	3249.1      	3248.0      	710.5 	200.4	-34.6   	-2.3      	3.2     	0.898449 	76         	12           	7719     
408       	697.9   	-2.40 	6    	19.6     	072     	-111.932355	40.879267	3252.3      	3251.2      	711.0 	200.4	-34.6   	-2.4      	3.2     	0.898183 	76         	12           	7739     
409       	697.7   	-2.43 	6    	19.6     	072     	-111.932579	40.879212	3255.5      	3254.4      	711.4 	200.3	-34.6   	-2.4      	3.2     	0.897911 	76         	12           	7759     
410       	697.4   	-2.45 	6    	19.5     	072     	-111.932804	40.879156	3258.8      	3257.6      	711.9 	200.2	-34.6   	-2.4      	3.2     	0.897634 	76         	12           	7779     
411       	697.1   	-2.47 	6    	19.5     	072     	-111.933028	40.879101	3262.0      	3260.8      	712.3 	200.2	-34.7   	-2.4      	3.2     	0.897345 	76         	12           	7799     
412       	696.8   	-2.50 	6    	19.5     	072     	-111.933252	40.879046	3265.2      	3264.0      	712.7 	200.1	-34.7   	-2.4      	3.2     	0.897049 	76         	12           	7819     
413       	696.5   	-2.52 	6    	19.5     	072     	-111.933477	40.878990	3268.4      	3267.2      	713.2 	200.0	-34.8   	-2.5      	3.2     	0.896766 	76         	12           	7839     
414       	696.2   	-2.54 	6    	19.5     	072     	-111.933701	40.878935	3271.6      	3270.5      	713.6 	200.0	-34.8   	-2.5      	3.2     	0.896470 	76         	12           	7859     
415       	696.0   	-2.55 	6    	19.5     	072     	-111.933926	40.878880	3274.8      	3273.7      	714.0 	199.9	-34.9   	-2.5      	3.2     	0.896152 	76         	12           	7879     
416       	695.7   	-2.56 	6    	19.5     	072     	-111.934150	40.878824	3278.1      	3276.9      	714.5 	199.8	-34.9   	-2.5      	3.2     	0.895816 	76         	12           	7899     
417       	695.4   	-2.57 	6    	19.6     	072     	-111.934376	40.878766	3281.3      	3280.1      	714.9 	199.7	-35.0   	-2.5      	3.2     	0.895479 	76         	12           	7920     
418       	695.1   	-2.59 	6    	19.6     	072     	-111.934602	40.878706	3284.5      	3283.3      	715.3 	199.7	-35.0   	-2.5      	3.2     	0.895166 	76         	12           	7940     
419       	694.8   	-2.61 	6    	19.7     	072     	-111.934829	40.878645	3287.7      	3286.5      	715.8 	199.6	-35.1   	-2.6      	3.2     	0.894881 	76         	12           	7960     
420       	694.6   	-2.64 	6    	19.7     	072     	-111.935056	40.878584	3290.9      	3289.7      	716.2 	199.5	-35.2   	-2.6      	3.2     	0.894607 	76         	12           	7981     
421       	694.3   	-2.66 	6    	19.8     	072     	-111.935283	40.878524	3294.1      	3292.9      	716.7 	199.5	-35.2   	-2.6      	3.2     	0.894334 	76         	12           	8001     
422       	694.0   	-2.70 	6    	19.8     	072     	-111.935510	40.878463	3297.3      	3296.1      	717.1 	199.4	-35.3   	-2.7      	3.2     	0.894094 	76         	12           	8022     
423       	693.7   	-2.75 	6    	19.8     	072     	-111.935737	40.878403	3300.6      	3299.4      	717.6 	199.4	-35.3   	-2.7      	3.2     	0.893887 	76         	12           	8042     
424       	693.4   	-2.79 	6    	19.9     	072     	-111.935964	40.878342	3303.8      	3302.6      	718.0 	199.3	-35.3   	-2.7      	3.2     	0.893651 	76         	12           	8062     
425       	693.1   	-2.81 	6    	19.9     	071     	-111.936191	40.878281	3307.0      	3305.8      	718.5 	199.3	-35.4   	-2.8      	3.2     	0.893375 	76         	12           	8083     
426       	692.9   	-2.83 	6    	20.0     	071     	-111.936417	40.878221	3310.2      	3309.0      	718.9 	199.2	-35.4   	-2.8      	3.2     	0.893088 	76         	12           	8103     
427       	692.6   	-2.85 	6    	20.0     	071     	-111.936644	40.878160	3313.4      	3312.2      	719.3 	199.1	-35.4   	-2.8      	3.2     	0.892767 	76         	12           	8124     
428       	692.3   	-2.85 	6    	20.1     	071     	-111.936871	40.878100	3316.6      	3315.4      	719.8 	199.1	-35.4   	-2.8      	3.2     	0.892425 	76         	12           	8144     
429       	692.0   	-2.86 	6    	20.1     	071     	-111.937098	40.878039	3319.8      	3318.6      	720.2 	199.0	-35.4   	-2.8      	3.2     	0.892102 	76         	12           	8165     
430       	691.7   	-2.88 	6    	20.2     	071     	-111.937325	40.877978	3323.1      	3321.8      	720.6 	198.9	-35.4   	-2.8      	3.2     	0.891797 	76         	12           	8185     
431       	691.5   	-2.90 	6    	20.2     	071     	-111.937552	40.877918	3326.3      	3325.1      	721.1 	198.8	-35.4   	-2.9      	3.2     	0.891492 	76         	12           	8205     
432       	691.2   	-2.92 	6    	20.2     	071     	-111.937779	40.877857	3329.5      	3328.3      	721.5 	198.8	-35.5   	-2.9      	3.2     	0.891198 	76         	12           	8226     
433       	690.9   	-2.94 	6    	20.3     	071     	-111.938006	40.877797	3332.7      	3331.5      	722.0 	198.7	-35.5   	-2.9      	3.2     	0.890911 	76         	12           	8246     
434       	690.6   	-2.97 	6    	20.3     	071     	-111.938232	40.877736	3335.9      	3334.7      	722.4 	198.7	-35.5   	-2.9      	3.2     	0.890637 	76         	12           	8267     
435       	690.3   	-3.00 	6    	20.4     	071     	-111.938459	40.877676	3339.1      	3337.9      	722.8 	198.6	-35.5   	-3.0      	3.2     	0.890363 	76         	12           	8287     
436       	690.0   	-3.03 	6    	20.4     	071     	-111.938686	40.877615	3342.4      	3341.2      	723.3 	198.5	-35.5   	-3.0      	3.3     	0.890094 	76         	12           	8307     
437       	689.8   	-3.07 	6    	20.4     	070     	-111.938913	40.877554	3345.7      	3344.5      	723.8 	198.5	-35.5   	-3.0      	3.3     	0.889855 	76         	12           	8328     
438       	689.5   	-3.10 	6    	20.5     	070     	-111.939140	40.877494	3349.0      	3347.8      	724.2 	198.4	-35.5   	-3.1      	3.3     	0.889611 	76         	12           	8348     
439       	689.2   	-3.13 	6    	20.5     	070     	-111.939367	40.877433	3352.3      	3351.1      	724.7 	198.4	-35.6   	-3.1      	3.3     	0.889331 	76         	12           	8369     
440       	688.9   	-3.15 	6    	20.5     	070     	-111.939594	40.877373	3355.6      	3354.3      	725.1 	198.3	-35.5   	-3.1      	3.3     	0.889007 	76         	12           	8389     
441       	688.6   	-3.15 	6    	20.6     	070     	-111.939820	40.877312	3358.9      	3357.6      	725.6 	198.2	-35.5   	-3.1      	3.3     	0.888660 	76         	12           	8410     
442       	688.3   	-3.17 	6    	20.6     	070     	-111.940047	40.877251	3362.2      	3360.9      	726.0 	198.1	-35.5   	-3.1      	3.3     	0.888338 	76         	12           	8430     
443       	688.0   	-3.19 	6    	20.7     	070     	-111.940274	40.877191	3365.5      	3364.2      	726.5 	198.1	-35.5   	-3.1      	3.3     	0.888049 	76         	12           	8451     
444       	687.8   	-3.22 	6    	20.7     	070     	-111.940501	40.877130	3368.8      	3367.5      	726.9 	198.0	-35.5   	-3.2      	3.3     	0.887761 	76         	12           	8471     
445       	687.5   	-3.24 	6    	20.7     	069     	-111.940728	40.877070	3372.0      	3370.8      	727.4 	198.0	-35.5   	-3.2      	3.3     	0.887462 	76         	12           	8491     
446       	687.2   	-3.26 	6    	20.8     	069     	-111.940955	40.877009	3375.3      	3374.1      	727.8 	197.9	-35.5   	-3.2      	3.3     	0.887165 	76         	12           	8512     
447       	686.9   	-3.28 	6    	20.8     	069     	-111.941182	40.876948	3378.6      	3377.4      	728.3 	197.8	-35.5   	-3.2      	3.3     	0.886871 	76         	12           	8532     
448       	686.6   	-3.31 	6    	20.8     	069     	-111.941408	40.876884	3381.9      	3380.6      	728.7 	197.8	-35.5   	-3.3      	3.3     	0.886585 	76         	12           	8553     
449       	686.3   	-3.34 	6    	20.9     	069     	-111.941633	40.876819	3385.2      	3383.9      	729.2 	197.7	-35.5   	-3.3      	3.3     	0.886331 	76         	12           	8573     
450       	686.0   	-3.38 	6    	20.9     	069     	-111.941859	40.876753	3388.5      	3387.2      	729.6 	197.7	-35.5   	-3.3      	3.3     	0.886086 	76         	12           	8594     
451       	685.8   	-3.42 	6    	21.0     	069     	-111.942084	40.876687	3391.8      	3390.5      	730.1 	197.6	-35.5   	-3.4      	3.3     	0.885852 	76         	12           	8614     
452       	685.5   	-3.46 	6    	21.0     	069     	-111.942310	40.876621	3395.1      	3393.8      	730.6 	197.5	-35.4   	-3.4      	3.3     	0.885604 	76         	12           	8635     
453       	685.2   	-3.48 	6    	21.0     	068     	-111.942536	40.876555	3398.4      	3397.1      	731.0 	197.5	-35.4   	-3.4      	3.3     	0.885315 	76         	12           	8655     
454       	684.9   	-3.50 	6    	21.1     	068     	-111.942761	40.876489	3401.7      	3400.4      	731.5 	197.4	-35.4   	-3.5      	3.3     	0.885003 	76         	12           	8676     
455       	684.6   	-3.51 	6    	21.1     	068     	-111.942987	40.876423	3405.0      	3403.7      	731.9 	197.3	-35.3   	-3.5      	3.3     	0.884663 	76         	12           	8696     
456       	684.3   	-3.51 	6    	21.0     	068     	-111.943212	40.876357	3408.2      	3406.9      	732.4 	197.3	-35.3   	-3.5      	3.3     	0.884315 	76         	12           	8717     
